year,institution,patient_status,sex,value,footnote_marker
1915,Kriminalasylet,Amentia,Kv.,NA,NA
1915,Kriminalasylet,Amentia,Md.,NA,NA
1915,Kriminalasylet,Dementia,Kv.,NA,NA
1915,Kriminalasylet,Dementia,Md.,NA,NA
1915,Kriminalasylet,Idiotia (imbecillitas,Kv.,NA,NA
1915,Kriminalasylet,Idiotia (imbecillitas,Md.,NA,NA
1915,Kriminalasylet,Insania periodica,Kv.,NA,NA
1915,Kriminalasylet,Insania periodica,Md.,1,NA
1915,Kriminalasylet,Insania periodica - degenerativa,Kv.,NA,NA
1915,Kriminalasylet,Insania periodica - degenerativa,Md.,2,NA
1915,Kriminalasylet,Insania periodica - epileptica,Kv.,NA,NA
1915,Kriminalasylet,Insania periodica - epileptica,Md.,1,NA
1915,Kriminalasylet,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Kriminalasylet,Insania periodica - hypochondrica,Md.,NA,NA
1915,Kriminalasylet,Insania periodica - hysterica,Kv.,NA,NA
1915,Kriminalasylet,Insania periodica - hysterica,Md.,NA,NA
1915,Kriminalasylet,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Kriminalasylet,Insania periodica - neurasthenica,Md.,NA,NA
1915,Kriminalasylet,Mania,Kv.,NA,NA
1915,Kriminalasylet,Mania,Md.,NA,NA
1915,Kriminalasylet,Melancholia,Kv.,NA,NA
1915,Kriminalasylet,Melancholia,Md.,NA,NA
1915,Kriminalasylet,Paralysis generalis,Kv.,NA,NA
1915,Kriminalasylet,Paralysis generalis,Md.,NA,NA
1915,Kriminalasylet,Paranoia,Kv.,NA,NA
1915,Kriminalasylet,Paranoia,Md.,NA,NA
1915,Kriminalasylet,Til observasjon,Kv.,NA,NA
1915,Kriminalasylet,Til observasjon,Md.,NA,NA
1915,Kriminalasylet,Vitia organica cerebri,Kv.,NA,NA
1915,Kriminalasylet,Vitia organica cerebri,Md.,NA,NA
1915,Kristiansand,Alcoholismus,Kv.,NA,NA
1915,Kristiansand,Alcoholismus,Md.,NA,NA
1915,Kristiansand,Amentia,Kv.,NA,NA
1915,Kristiansand,Amentia,Md.,NA,NA
1915,Kristiansand,Dementia,Kv.,3,NA
1915,Kristiansand,Dementia,Md.,3,NA
1915,Kristiansand,Idiotia (imbecillitas,Kv.,NA,NA
1915,Kristiansand,Idiotia (imbecillitas,Md.,NA,NA
1915,Kristiansand,Insania periodica,Kv.,NA,NA
1915,Kristiansand,Insania periodica,Md.,NA,NA
1915,Kristiansand,Insania periodica - degenerativa,Kv.,NA,NA
1915,Kristiansand,Insania periodica - degenerativa,Md.,NA,NA
1915,Kristiansand,Insania periodica - epileptica,Kv.,1,NA
1915,Kristiansand,Insania periodica - epileptica,Md.,NA,NA
1915,Kristiansand,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Kristiansand,Insania periodica - hypochondrica,Md.,NA,NA
1915,Kristiansand,Insania periodica - hysterica,Kv.,NA,NA
1915,Kristiansand,Insania periodica - hysterica,Md.,NA,NA
1915,Kristiansand,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Kristiansand,Insania periodica - neurasthenica,Md.,NA,NA
1915,Kristiansand,Mania,Kv.,NA,NA
1915,Kristiansand,Mania,Md.,NA,NA
1915,Kristiansand,Melancholia,Kv.,1,NA
1915,Kristiansand,Melancholia,Md.,NA,NA
1915,Kristiansand,Paralysis generalis,Kv.,NA,NA
1915,Kristiansand,Paralysis generalis,Md.,NA,NA
1915,Kristiansand,Paranoia,Kv.,NA,NA
1915,Kristiansand,Paranoia,Md.,NA,NA
1915,Kristiansand,Til observasjon,Kv.,NA,NA
1915,Kristiansand,Til observasjon,Md.,NA,NA
1915,Kristiansand,Vitia organica cerebri,Kv.,NA,NA
1915,Kristiansand,Vitia organica cerebri,Md.,NA,NA
1915,Møllendal,Alcoholismus,Kv.,NA,NA
1915,Møllendal,Alcoholismus,Md.,1,NA
1915,Møllendal,Amentia,Kv.,NA,NA
1915,Møllendal,Amentia,Md.,NA,NA
1915,Møllendal,Dementia,Kv.,4,NA
1915,Møllendal,Dementia,Md.,2,NA
1915,Møllendal,Idiotia (imbecillitas,Kv.,1,NA
1915,Møllendal,Idiotia (imbecillitas,Md.,NA,NA
1915,Møllendal,Insania periodica,Kv.,NA,NA
1915,Møllendal,Insania periodica,Md.,NA,NA
1915,Møllendal,Insania periodica - degenerativa,Kv.,NA,NA
1915,Møllendal,Insania periodica - degenerativa,Md.,NA,NA
1915,Møllendal,Insania periodica - epileptica,Kv.,NA,NA
1915,Møllendal,Insania periodica - epileptica,Md.,NA,NA
1915,Møllendal,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Møllendal,Insania periodica - hypochondrica,Md.,NA,NA
1915,Møllendal,Insania periodica - hysterica,Kv.,NA,NA
1915,Møllendal,Insania periodica - hysterica,Md.,NA,NA
1915,Møllendal,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Møllendal,Insania periodica - neurasthenica,Md.,NA,NA
1915,Møllendal,Mania,Kv.,3,NA
1915,Møllendal,Mania,Md.,2,NA
1915,Møllendal,Melancholia,Kv.,5,NA
1915,Møllendal,Melancholia,Md.,2,NA
1915,Møllendal,Paralysis generalis,Kv.,NA,NA
1915,Møllendal,Paralysis generalis,Md.,1,NA
1915,Møllendal,Paranoia,Kv.,NA,NA
1915,Møllendal,Paranoia,Md.,2,NA
1915,Møllendal,Til observasjon,Kv.,NA,NA
1915,Møllendal,Til observasjon,Md.,NA,NA
1915,Møllendal,Vitia organica cerebri,Kv.,NA,NA
1915,Møllendal,Vitia organica cerebri,Md.,NA,NA
1915,Neevengården,Alcoholismus,Kv.,NA,NA
1915,Neevengården,Alcoholismus,Md.,5,NA
1915,Neevengården,Amentia,Kv.,13,NA
1915,Neevengården,Amentia,Md.,10,NA
1915,Neevengården,Dementia,Kv.,24,NA
1915,Neevengården,Dementia,Md.,27,NA
1915,Neevengården,Idiotia (imbecillitas,Kv.,NA,NA
1915,Neevengården,Idiotia (imbecillitas,Md.,NA,NA
1915,Neevengården,Insania periodica,Kv.,8,NA
1915,Neevengården,Insania periodica,Md.,1,NA
1915,Neevengården,Insania periodica - degenerativa,Kv.,NA,NA
1915,Neevengården,Insania periodica - degenerativa,Md.,NA,NA
1915,Neevengården,Insania periodica - epileptica,Kv.,NA,NA
1915,Neevengården,Insania periodica - epileptica,Md.,2,NA
1915,Neevengården,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Neevengården,Insania periodica - hypochondrica,Md.,NA,NA
1915,Neevengården,Insania periodica - hysterica,Kv.,NA,NA
1915,Neevengården,Insania periodica - hysterica,Md.,NA,NA
1915,Neevengården,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Neevengården,Insania periodica - neurasthenica,Md.,NA,NA
1915,Neevengården,Mania,Kv.,3,NA
1915,Neevengården,Mania,Md.,4,NA
1915,Neevengården,Melancholia,Kv.,8,NA
1915,Neevengården,Melancholia,Md.,8,NA
1915,Neevengården,Paralysis generalis,Kv.,1,NA
1915,Neevengården,Paralysis generalis,Md.,10,NA
1915,Neevengården,Paranoia,Kv.,11,NA
1915,Neevengården,Paranoia,Md.,6,NA
1915,Neevengården,Til observasjon,Kv.,NA,NA
1915,Neevengården,Til observasjon,Md.,1,NA
1915,Neevengården,Vitia organica cerebri,Kv.,1,NA
1915,Neevengården,Vitia organica cerebri,Md.,NA,NA
1915,Opdøl,Alcoholismus,Kv.,NA,NA
1915,Opdøl,Alcoholismus,Md.,NA,NA
1915,Opdøl,Amentia,Kv.,1,NA
1915,Opdøl,Amentia,Md.,1,NA
1915,Opdøl,Dementia,Kv.,10,NA
1915,Opdøl,Dementia,Md.,10,NA
1915,Opdøl,Idiotia (imbecillitas,Kv.,NA,NA
1915,Opdøl,Idiotia (imbecillitas,Md.,3,NA
1915,Opdøl,Insania periodica,Kv.,4,NA
1915,Opdøl,Insania periodica,Md.,2,NA
1915,Opdøl,Insania periodica - degenerativa,Kv.,NA,NA
1915,Opdøl,Insania periodica - degenerativa,Md.,NA,NA
1915,Opdøl,Insania periodica - epileptica,Kv.,3,NA
1915,Opdøl,Insania periodica - epileptica,Md.,NA,NA
1915,Opdøl,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Opdøl,Insania periodica - hypochondrica,Md.,NA,NA
1915,Opdøl,Insania periodica - hysterica,Kv.,NA,NA
1915,Opdøl,Insania periodica - hysterica,Md.,NA,NA
1915,Opdøl,Insania periodica - neurasthenica,Kv.,1,NA
1915,Opdøl,Insania periodica - neurasthenica,Md.,NA,NA
1915,Opdøl,Mania,Kv.,NA,NA
1915,Opdøl,Mania,Md.,1,NA
1915,Opdøl,Melancholia,Kv.,1,NA
1915,Opdøl,Melancholia,Md.,2,NA
1915,Opdøl,Paralysis generalis,Kv.,1,NA
1915,Opdøl,Paralysis generalis,Md.,NA,NA
1915,Opdøl,Paranoia,Kv.,NA,NA
1915,Opdøl,Paranoia,Md.,NA,NA
1915,Opdøl,Til observasjon,Kv.,NA,NA
1915,Opdøl,Til observasjon,Md.,NA,NA
1915,Opdøl,Vitia organica cerebri,Kv.,NA,NA
1915,Opdøl,Vitia organica cerebri,Md.,NA,NA
1915,Oslo,Alcoholismus,Kv.,NA,NA
1915,Oslo,Alcoholismus,Md.,NA,NA
1915,Oslo,Amentia,Kv.,NA,NA
1915,Oslo,Amentia,Md.,NA,NA
1915,Oslo,Dementia,Kv.,7,NA
1915,Oslo,Dementia,Md.,NA,NA
1915,Oslo,Idiotia (imbecillitas,Kv.,NA,NA
1915,Oslo,Idiotia (imbecillitas,Md.,NA,NA
1915,Oslo,Insania periodica,Kv.,NA,NA
1915,Oslo,Insania periodica,Md.,NA,NA
1915,Oslo,Insania periodica - degenerativa,Kv.,NA,NA
1915,Oslo,Insania periodica - degenerativa,Md.,NA,NA
1915,Oslo,Insania periodica - epileptica,Kv.,NA,NA
1915,Oslo,Insania periodica - epileptica,Md.,NA,NA
1915,Oslo,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Oslo,Insania periodica - hypochondrica,Md.,NA,NA
1915,Oslo,Insania periodica - hysterica,Kv.,NA,NA
1915,Oslo,Insania periodica - hysterica,Md.,NA,NA
1915,Oslo,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Oslo,Insania periodica - neurasthenica,Md.,NA,NA
1915,Oslo,Mania,Kv.,3,NA
1915,Oslo,Mania,Md.,NA,NA
1915,Oslo,Melancholia,Kv.,4,NA
1915,Oslo,Melancholia,Md.,NA,NA
1915,Oslo,Paralysis generalis,Kv.,NA,NA
1915,Oslo,Paralysis generalis,Md.,NA,NA
1915,Oslo,Paranoia,Kv.,1,NA
1915,Oslo,Paranoia,Md.,NA,NA
1915,Oslo,Til observasjon,Kv.,NA,NA
1915,Oslo,Til observasjon,Md.,NA,NA
1915,Oslo,Vitia organica cerebri,Kv.,NA,NA
1915,Oslo,Vitia organica cerebri,Md.,NA,NA
1915,Prestsæter,Alcoholismus,Kv.,NA,NA
1915,Prestsæter,Alcoholismus,Md.,1,NA
1915,Prestsæter,Amentia,Kv.,NA,NA
1915,Prestsæter,Amentia,Md.,NA,NA
1915,Prestsæter,Dementia,Kv.,8,NA
1915,Prestsæter,Dementia,Md.,9,NA
1915,Prestsæter,Idiotia (imbecillitas,Kv.,1,NA
1915,Prestsæter,Idiotia (imbecillitas,Md.,1,NA
1915,Prestsæter,Insania periodica,Kv.,1,NA
1915,Prestsæter,Insania periodica,Md.,1,NA
1915,Prestsæter,Insania periodica - degenerativa,Kv.,NA,NA
1915,Prestsæter,Insania periodica - degenerativa,Md.,1,NA
1915,Prestsæter,Insania periodica - epileptica,Kv.,NA,NA
1915,Prestsæter,Insania periodica - epileptica,Md.,1,NA
1915,Prestsæter,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Prestsæter,Insania periodica - hypochondrica,Md.,NA,NA
1915,Prestsæter,Insania periodica - hysterica,Kv.,NA,NA
1915,Prestsæter,Insania periodica - hysterica,Md.,NA,NA
1915,Prestsæter,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Prestsæter,Insania periodica - neurasthenica,Md.,NA,NA
1915,Prestsæter,Mania,Kv.,4,NA
1915,Prestsæter,Mania,Md.,6,NA
1915,Prestsæter,Melancholia,Kv.,11,NA
1915,Prestsæter,Melancholia,Md.,7,NA
1915,Prestsæter,Paralysis generalis,Kv.,NA,NA
1915,Prestsæter,Paralysis generalis,Md.,1,NA
1915,Prestsæter,Paranoia,Kv.,3,NA
1915,Prestsæter,Paranoia,Md.,2,NA
1915,Prestsæter,Til observasjon,Kv.,NA,NA
1915,Prestsæter,Til observasjon,Md.,1,NA
1915,Prestsæter,Vitia organica cerebri,Kv.,NA,NA
1915,Prestsæter,Vitia organica cerebri,Md.,NA,NA
1915,Rosenberg,Alcoholismus,Kv.,NA,NA
1915,Rosenberg,Alcoholismus,Md.,NA,NA
1915,Rosenberg,Amentia,Kv.,NA,NA
1915,Rosenberg,Amentia,Md.,NA,NA
1915,Rosenberg,Dementia,Kv.,NA,NA
1915,Rosenberg,Dementia,Md.,16,NA
1915,Rosenberg,Idiotia (imbecillitas,Kv.,NA,NA
1915,Rosenberg,Idiotia (imbecillitas,Md.,1,NA
1915,Rosenberg,Insania periodica,Kv.,NA,NA
1915,Rosenberg,Insania periodica,Md.,NA,NA
1915,Rosenberg,Insania periodica - degenerativa,Kv.,NA,NA
1915,Rosenberg,Insania periodica - degenerativa,Md.,1,NA
1915,Rosenberg,Insania periodica - epileptica,Kv.,NA,NA
1915,Rosenberg,Insania periodica - epileptica,Md.,1,NA
1915,Rosenberg,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Rosenberg,Insania periodica - hypochondrica,Md.,1,NA
1915,Rosenberg,Insania periodica - hysterica,Kv.,NA,NA
1915,Rosenberg,Insania periodica - hysterica,Md.,NA,NA
1915,Rosenberg,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Rosenberg,Insania periodica - neurasthenica,Md.,NA,NA
1915,Rosenberg,Mania,Kv.,NA,NA
1915,Rosenberg,Mania,Md.,1,NA
1915,Rosenberg,Melancholia,Kv.,NA,NA
1915,Rosenberg,Melancholia,Md.,1,NA
1915,Rosenberg,Paralysis generalis,Kv.,NA,NA
1915,Rosenberg,Paralysis generalis,Md.,2,NA
1915,Rosenberg,Paranoia,Kv.,NA,NA
1915,Rosenberg,Paranoia,Md.,2,NA
1915,Rosenberg,Til observasjon,Kv.,NA,NA
1915,Rosenberg,Til observasjon,Md.,NA,NA
1915,Rosenberg,Vitia organica cerebri,Kv.,NA,NA
1915,Rosenberg,Vitia organica cerebri,Md.,NA,NA
1915,Rotvoll,Alcoholismus,Kv.,NA,NA
1915,Rotvoll,Alcoholismus,Md.,NA,NA
1915,Rotvoll,Amentia,Kv.,NA,NA
1915,Rotvoll,Amentia,Md.,1,NA
1915,Rotvoll,Dementia,Kv.,34,NA
1915,Rotvoll,Dementia,Md.,32,NA
1915,Rotvoll,Idiotia (imbecillitas,Kv.,4,NA
1915,Rotvoll,Idiotia (imbecillitas,Md.,NA,NA
1915,Rotvoll,Insania periodica,Kv.,5,NA
1915,Rotvoll,Insania periodica,Md.,4,NA
1915,Rotvoll,Insania periodica - degenerativa,Kv.,NA,NA
1915,Rotvoll,Insania periodica - degenerativa,Md.,1,NA
1915,Rotvoll,Insania periodica - epileptica,Kv.,1,NA
1915,Rotvoll,Insania periodica - epileptica,Md.,3,NA
1915,Rotvoll,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Rotvoll,Insania periodica - hypochondrica,Md.,NA,NA
1915,Rotvoll,Insania periodica - hysterica,Kv.,3,NA
1915,Rotvoll,Insania periodica - hysterica,Md.,NA,NA
1915,Rotvoll,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Rotvoll,Insania periodica - neurasthenica,Md.,NA,NA
1915,Rotvoll,Mania,Kv.,7,NA
1915,Rotvoll,Mania,Md.,4,NA
1915,Rotvoll,Melancholia,Kv.,17,NA
1915,Rotvoll,Melancholia,Md.,10,NA
1915,Rotvoll,Paralysis generalis,Kv.,3,NA
1915,Rotvoll,Paralysis generalis,Md.,3,NA
1915,Rotvoll,Paranoia,Kv.,NA,NA
1915,Rotvoll,Paranoia,Md.,NA,NA
1915,Rotvoll,Til observasjon,Kv.,NA,NA
1915,Rotvoll,Til observasjon,Md.,3,NA
1915,Rotvoll,Vitia organica cerebri,Kv.,NA,NA
1915,Rotvoll,Vitia organica cerebri,Md.,1,NA
1915,Rønvik,Alcoholismus,Kv.,NA,NA
1915,Rønvik,Alcoholismus,Md.,4,NA
1915,Rønvik,Amentia,Kv.,NA,NA
1915,Rønvik,Amentia,Md.,NA,NA
1915,Rønvik,Dementia,Kv.,28,NA
1915,Rønvik,Dementia,Md.,33,NA
1915,Rønvik,Idiotia (imbecillitas,Kv.,3,NA
1915,Rønvik,Idiotia (imbecillitas,Md.,5,NA
1915,Rønvik,Insania periodica,Kv.,10,NA
1915,Rønvik,Insania periodica,Md.,1,NA
1915,Rønvik,Insania periodica - degenerativa,Kv.,NA,NA
1915,Rønvik,Insania periodica - degenerativa,Md.,1,NA
1915,Rønvik,Insania periodica - epileptica,Kv.,2,NA
1915,Rønvik,Insania periodica - epileptica,Md.,4,NA
1915,Rønvik,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Rønvik,Insania periodica - hypochondrica,Md.,NA,NA
1915,Rønvik,Insania periodica - hysterica,Kv.,3,NA
1915,Rønvik,Insania periodica - hysterica,Md.,NA,NA
1915,Rønvik,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Rønvik,Insania periodica - neurasthenica,Md.,NA,NA
1915,Rønvik,Mania,Kv.,5,NA
1915,Rønvik,Mania,Md.,4,NA
1915,Rønvik,Melancholia,Kv.,13,NA
1915,Rønvik,Melancholia,Md.,8,NA
1915,Rønvik,Paralysis generalis,Kv.,NA,NA
1915,Rønvik,Paralysis generalis,Md.,1,NA
1915,Rønvik,Paranoia,Kv.,1,NA
1915,Rønvik,Paranoia,Md.,1,NA
1915,Rønvik,Til observasjon,Kv.,1,NA
1915,Rønvik,Til observasjon,Md.,2,NA
1915,Rønvik,Vitia organica cerebri,Kv.,NA,NA
1915,Rønvik,Vitia organica cerebri,Md.,NA,NA
1915,Sanderud,Alcoholismus,Kv.,NA,NA
1915,Sanderud,Alcoholismus,Md.,NA,NA
1915,Sanderud,Amentia,Kv.,NA,NA
1915,Sanderud,Amentia,Md.,NA,NA
1915,Sanderud,Dementia,Kv.,13,NA
1915,Sanderud,Dementia,Md.,16,NA
1915,Sanderud,Idiotia (imbecillitas,Kv.,1,NA
1915,Sanderud,Idiotia (imbecillitas,Md.,3,NA
1915,Sanderud,Insania periodica,Kv.,10,NA
1915,Sanderud,Insania periodica,Md.,4,NA
1915,Sanderud,Insania periodica - degenerativa,Kv.,NA,NA
1915,Sanderud,Insania periodica - degenerativa,Md.,1,NA
1915,Sanderud,Insania periodica - epileptica,Kv.,NA,NA
1915,Sanderud,Insania periodica - epileptica,Md.,3,NA
1915,Sanderud,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Sanderud,Insania periodica - hypochondrica,Md.,1,NA
1915,Sanderud,Insania periodica - hysterica,Kv.,1,NA
1915,Sanderud,Insania periodica - hysterica,Md.,NA,NA
1915,Sanderud,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Sanderud,Insania periodica - neurasthenica,Md.,NA,NA
1915,Sanderud,Mania,Kv.,NA,NA
1915,Sanderud,Mania,Md.,NA,NA
1915,Sanderud,Melancholia,Kv.,2,NA
1915,Sanderud,Melancholia,Md.,NA,NA
1915,Sanderud,Paralysis generalis,Kv.,NA,NA
1915,Sanderud,Paralysis generalis,Md.,1,NA
1915,Sanderud,Paranoia,Kv.,1,NA
1915,Sanderud,Paranoia,Md.,NA,NA
1915,Sanderud,Til observasjon,Kv.,NA,NA
1915,Sanderud,Til observasjon,Md.,1,NA
1915,Sanderud,Vitia organica cerebri,Kv.,NA,NA
1915,Sanderud,Vitia organica cerebri,Md.,1,NA
1915,Trondhjem,Alcoholismus,Kv.,NA,NA
1915,Trondhjem,Alcoholismus,Md.,NA,NA
1915,Trondhjem,Amentia,Kv.,NA,NA
1915,Trondhjem,Amentia,Md.,NA,NA
1915,Trondhjem,Dementia,Kv.,5,1) Derav 1 dem. senil.
1915,Trondhjem,Dementia,Md.,4,NA
1915,Trondhjem,Idiotia (imbecillitas,Kv.,NA,NA
1915,Trondhjem,Idiotia (imbecillitas,Md.,NA,NA
1915,Trondhjem,Insania periodica,Kv.,NA,NA
1915,Trondhjem,Insania periodica,Md.,NA,NA
1915,Trondhjem,Insania periodica - degenerativa,Kv.,NA,NA
1915,Trondhjem,Insania periodica - degenerativa,Md.,NA,NA
1915,Trondhjem,Insania periodica - epileptica,Kv.,NA,NA
1915,Trondhjem,Insania periodica - epileptica,Md.,NA,NA
1915,Trondhjem,Insania periodica - hypochondrica,Kv.,1,NA
1915,Trondhjem,Insania periodica - hypochondrica,Md.,NA,NA
1915,Trondhjem,Insania periodica - hysterica,Kv.,NA,NA
1915,Trondhjem,Insania periodica - hysterica,Md.,NA,NA
1915,Trondhjem,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Trondhjem,Insania periodica - neurasthenica,Md.,NA,NA
1915,Trondhjem,Mania,Kv.,NA,NA
1915,Trondhjem,Mania,Md.,NA,NA
1915,Trondhjem,Melancholia,Kv.,1,NA
1915,Trondhjem,Melancholia,Md.,1,NA
1915,Trondhjem,Paralysis generalis,Kv.,NA,NA
1915,Trondhjem,Paralysis generalis,Md.,NA,NA
1915,Trondhjem,Paranoia,Kv.,NA,NA
1915,Trondhjem,Paranoia,Md.,NA,NA
1915,Trondhjem,Til observasjon,Kv.,NA,NA
1915,Trondhjem,Til observasjon,Md.,NA,NA
1915,Trondhjem,Vitia organica cerebri,Kv.,NA,NA
1915,Trondhjem,Vitia organica cerebri,Md.,NA,NA
1915,Valen,Alcoholismus,Kv.,NA,NA
1915,Valen,Alcoholismus,Md.,NA,NA
1915,Valen,Amentia,Kv.,NA,NA
1915,Valen,Amentia,Md.,1,NA
1915,Valen,Dementia,Kv.,15,NA
1915,Valen,Dementia,Md.,12,NA
1915,Valen,Idiotia (imbecillitas,Kv.,1,NA
1915,Valen,Idiotia (imbecillitas,Md.,NA,NA
1915,Valen,Insania periodica,Kv.,1,NA
1915,Valen,Insania periodica,Md.,NA,NA
1915,Valen,Insania periodica - degenerativa,Kv.,NA,NA
1915,Valen,Insania periodica - degenerativa,Md.,3,NA
1915,Valen,Insania periodica - epileptica,Kv.,NA,NA
1915,Valen,Insania periodica - epileptica,Md.,3,NA
1915,Valen,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Valen,Insania periodica - hypochondrica,Md.,NA,NA
1915,Valen,Insania periodica - hysterica,Kv.,NA,NA
1915,Valen,Insania periodica - hysterica,Md.,NA,NA
1915,Valen,Insania periodica - neurasthenica,Kv.,1,NA
1915,Valen,Insania periodica - neurasthenica,Md.,NA,NA
1915,Valen,Mania,Kv.,1,NA
1915,Valen,Mania,Md.,2,NA
1915,Valen,Melancholia,Kv.,2,NA
1915,Valen,Melancholia,Md.,4,NA
1915,Valen,Paralysis generalis,Kv.,NA,NA
1915,Valen,Paralysis generalis,Md.,NA,NA
1915,Valen,Paranoia,Kv.,NA,NA
1915,Valen,Paranoia,Md.,NA,NA
1915,Valen,Til observasjon,Kv.,NA,NA
1915,Valen,Til observasjon,Md.,NA,NA
1915,Valen,Vitia organica cerebri,Kv.,NA,NA
1915,Valen,Vitia organica cerebri,Md.,NA,NA
1915,Veum,Alcoholismus,Kv.,NA,NA
1915,Veum,Alcoholismus,Md.,3,NA
1915,Veum,Amentia,Kv.,NA,NA
1915,Veum,Amentia,Md.,NA,NA
1915,Veum,Dementia,Kv.,22,NA
1915,Veum,Dementia,Md.,29,NA
1915,Veum,Idiotia (imbecillitas,Kv.,2,NA
1915,Veum,Idiotia (imbecillitas,Md.,4,NA
1915,Veum,Insania periodica,Kv.,3,NA
1915,Veum,Insania periodica,Md.,NA,NA
1915,Veum,Insania periodica - degenerativa,Kv.,NA,NA
1915,Veum,Insania periodica - degenerativa,Md.,NA,NA
1915,Veum,Insania periodica - epileptica,Kv.,1,NA
1915,Veum,Insania periodica - epileptica,Md.,NA,NA
1915,Veum,Insania periodica - hypochondrica,Kv.,NA,NA
1915,Veum,Insania periodica - hypochondrica,Md.,NA,NA
1915,Veum,Insania periodica - hysterica,Kv.,NA,NA
1915,Veum,Insania periodica - hysterica,Md.,NA,NA
1915,Veum,Insania periodica - neurasthenica,Kv.,NA,NA
1915,Veum,Insania periodica - neurasthenica,Md.,NA,NA
1915,Veum,Mania,Kv.,3,NA
1915,Veum,Mania,Md.,3,NA
1915,Veum,Melancholia,Kv.,10,NA
1915,Veum,Melancholia,Md.,7,NA
1915,Veum,Paralysis generalis,Kv.,NA,NA
1915,Veum,Paralysis generalis,Md.,3,NA
1915,Veum,Paranoia,Kv.,NA,NA
1915,Veum,Paranoia,Md.,2,NA
1915,Veum,Til observasjon,Kv.,NA,NA
1915,Veum,Til observasjon,Md.,NA,NA
1915,Veum,Vitia organica cerebri,Kv.,NA,NA
1915,Veum,Vitia organica cerebri,Md.,NA,NA
1916,Blakstad,Alcoholismus,Kv.,NA,NA
1916,Blakstad,Alcoholismus,Md.,NA,NA
1916,Blakstad,Amentia,Kv.,NA,NA
1916,Blakstad,Amentia,Md.,NA,NA
1916,Blakstad,Dementia,Kv.,3,NA
1916,Blakstad,Dementia,Md.,5,NA
1916,Blakstad,Idiotia (imbecillitas,Kv.,1,NA
1916,Blakstad,Idiotia (imbecillitas,Md.,2,NA
1916,Blakstad,Insania periodica,Kv.,NA,NA
1916,Blakstad,Insania periodica,Md.,NA,NA
1916,Blakstad,Insania periodica - degenerativa,Kv.,NA,NA
1916,Blakstad,Insania periodica - degenerativa,Md.,NA,NA
1916,Blakstad,Insania periodica - epileptica,Kv.,NA,NA
1916,Blakstad,Insania periodica - epileptica,Md.,NA,NA
1916,Blakstad,Insania periodica - hypochondrica,Kv.,NA,NA
1916,Blakstad,Insania periodica - hypochondrica,Md.,NA,NA
1916,Blakstad,Insania periodica - hysterica,Kv.,NA,NA
1916,Blakstad,Insania periodica - hysterica,Md.,NA,NA
1916,Blakstad,Insania periodica - neurasthenica,Kv.,NA,NA
1916,Blakstad,Insania periodica - neurasthenica,Md.,NA,NA
1916,Blakstad,Mania,Kv.,NA,NA
1916,Blakstad,Mania,Md.,NA,NA
1916,Blakstad,Melancholia,Kv.,1,NA
1916,Blakstad,Melancholia,Md.,NA,NA
1916,Blakstad,Paralysis generalis,Kv.,NA,NA
1916,Blakstad,Paralysis generalis,Md.,NA,NA
1916,Blakstad,Paranoia,Kv.,NA,NA
1916,Blakstad,Paranoia,Md.,NA,NA
1916,Blakstad,Til observasjon,Kv.,NA,NA
1916,Blakstad,Til observasjon,Md.,NA,NA
1916,Blakstad,Vitia organica cerebri,Kv.,NA,NA
1916,Blakstad,Vitia organica cerebri,Md.,NA,NA
1916,Bratsberg,Alcoholismus,Kv.,NA,NA
1916,Bratsberg,Alcoholismus,Md.,NA,NA
1916,Bratsberg,Amentia,Kv.,NA,NA
1916,Bratsberg,Amentia,Md.,NA,NA
1916,Bratsberg,Dementia,Kv.,11,NA
1916,Bratsberg,Dementia,Md.,14,NA
1916,Bratsberg,Idiotia (imbecillitas,Kv.,1,NA
1916,Bratsberg,Idiotia (imbecillitas,Md.,2,NA
1916,Bratsberg,Insania periodica,Kv.,8,NA
1916,Bratsberg,Insania periodica,Md.,6,NA
1916,Bratsberg,Insania periodica - degenerativa,Kv.,NA,NA
1916,Bratsberg,Insania periodica - degenerativa,Md.,NA,NA
