year,institution,patient_status,sex,value,footnote_marker
1874,Gaustad,Epilepsia,Md.,6,NA
1874,Gaustad,Hemiplegia,Kv.,1,NA
1874,Gaustad,Hemiplegia,Md.,NA,NA
1874,Gaustad,Hypochondria,Kv.,NA,NA
1874,Gaustad,Hypochondria,Md.,NA,NA
1874,Gaustad,Idiotismus - acquisitus,Kv.,NA,NA
1874,Gaustad,Idiotismus - acquisitus,Md.,NA,NA
1874,Gaustad,Idiotismus - congenitus,Kv.,NA,NA
1874,Gaustad,Idiotismus - congenitus,Md.,1,NA
1874,Gaustad,Mania,Kv.,42,NA
1874,Gaustad,Mania,Md.,40,NA
1874,Gaustad,Melancholia,Kv.,40,NA
1874,Gaustad,Melancholia,Md.,35,NA
1874,Gaustad,Melancholia cum stupore,Kv.,1,NA
1874,Gaustad,Melancholia cum stupore,Md.,1,NA
1874,Gaustad,Monomania,Kv.,NA,NA
1874,Gaustad,Monomania,Md.,NA,NA
1874,Gaustad,Paralysis generalis,Kv.,3,NA
1874,Gaustad,Paralysis generalis,Md.,3,NA
1874,Gaustad,Til observasjon,Kv.,NA,NA
1874,Gaustad,Til observasjon,Md.,1,NA
1874,Kristiania,Delirium tremens,Kv.,NA,NA
1874,Kristiania,Delirium tremens,Md.,NA,NA
1874,Kristiania,Dementia,Kv.,2,NA
1874,Kristiania,Dementia,Md.,5,NA
1874,Kristiania,Epilepsia,Kv.,1,NA
1874,Kristiania,Epilepsia,Md.,1,NA
1874,Kristiania,Hemiplegia,Kv.,NA,NA
1874,Kristiania,Hemiplegia,Md.,1,NA
1874,Kristiania,Hypochondria,Kv.,NA,NA
1874,Kristiania,Hypochondria,Md.,NA,NA
1874,Kristiania,Idiotismus - acquisitus,Kv.,NA,NA
1874,Kristiania,Idiotismus - acquisitus,Md.,2,NA
1874,Kristiania,Idiotismus - congenitus,Kv.,NA,NA
1874,Kristiania,Idiotismus - congenitus,Md.,1,NA
1874,Kristiania,Mania,Kv.,3,NA
1874,Kristiania,Mania,Md.,8,NA
1874,Kristiania,Melancholia,Kv.,15,NA
1874,Kristiania,Melancholia,Md.,8,NA
1874,Kristiania,Melancholia cum stupore,Kv.,NA,NA
1874,Kristiania,Melancholia cum stupore,Md.,NA,NA
1874,Kristiania,Monomania,Kv.,NA,NA
1874,Kristiania,Monomania,Md.,NA,NA
1874,Kristiania,Paralysis generalis,Kv.,NA,NA
1874,Kristiania,Paralysis generalis,Md.,3,NA
1874,Kristiania,Til observasjon,Kv.,NA,NA
1874,Kristiania,Til observasjon,Md.,NA,NA
1874,Kristiansand,Delirium tremens,Kv.,NA,NA
1874,Kristiansand,Delirium tremens,Md.,3,NA
1874,Kristiansand,Dementia,Kv.,3,NA
1874,Kristiansand,Dementia,Md.,1,NA
1874,Kristiansand,Epilepsia,Kv.,NA,NA
1874,Kristiansand,Epilepsia,Md.,NA,NA
1874,Kristiansand,Hemiplegia,Kv.,NA,NA
1874,Kristiansand,Hemiplegia,Md.,NA,NA
1874,Kristiansand,Hypochondria,Kv.,NA,NA
1874,Kristiansand,Hypochondria,Md.,NA,NA
1874,Kristiansand,Idiotismus - acquisitus,Kv.,NA,NA
1874,Kristiansand,Idiotismus - acquisitus,Md.,NA,NA
1874,Kristiansand,Idiotismus - congenitus,Kv.,NA,NA
1874,Kristiansand,Idiotismus - congenitus,Md.,NA,NA
1874,Kristiansand,Mania,Kv.,2,NA
1874,Kristiansand,Mania,Md.,2,NA
1874,Kristiansand,Melancholia,Kv.,1,NA
1874,Kristiansand,Melancholia,Md.,2,NA
1874,Kristiansand,Melancholia cum stupore,Kv.,NA,NA
1874,Kristiansand,Melancholia cum stupore,Md.,NA,NA
1874,Kristiansand,Monomania,Kv.,NA,NA
1874,Kristiansand,Monomania,Md.,NA,NA
1874,Kristiansand,Paralysis generalis,Kv.,NA,NA
1874,Kristiansand,Paralysis generalis,Md.,NA,NA
1874,Kristiansand,Til observasjon,Kv.,NA,NA
1874,Kristiansand,Til observasjon,Md.,NA,NA
1874,Møllendal,Delirium tremens,Kv.,NA,NA
1874,Møllendal,Delirium tremens,Md.,NA,NA
1874,Møllendal,Dementia,Kv.,4,NA
1874,Møllendal,Dementia,Md.,4,NA
1874,Møllendal,Epilepsia,Kv.,NA,NA
1874,Møllendal,Epilepsia,Md.,1,NA
1874,Møllendal,Hemiplegia,Kv.,NA,NA
1874,Møllendal,Hemiplegia,Md.,NA,NA
1874,Møllendal,Hypochondria,Kv.,NA,NA
1874,Møllendal,Hypochondria,Md.,NA,NA
1874,Møllendal,Idiotismus - acquisitus,Kv.,NA,NA
1874,Møllendal,Idiotismus - acquisitus,Md.,NA,NA
1874,Møllendal,Idiotismus - congenitus,Kv.,NA,NA
1874,Møllendal,Idiotismus - congenitus,Md.,NA,NA
1874,Møllendal,Mania,Kv.,3,NA
1874,Møllendal,Mania,Md.,4,NA
1874,Møllendal,Melancholia,Kv.,9,NA
1874,Møllendal,Melancholia,Md.,3,NA
1874,Møllendal,Melancholia cum stupore,Kv.,NA,NA
1874,Møllendal,Melancholia cum stupore,Md.,NA,NA
1874,Møllendal,Monomania,Kv.,NA,NA
1874,Møllendal,Monomania,Md.,NA,NA
1874,Møllendal,Paralysis generalis,Kv.,NA,NA
1874,Møllendal,Paralysis generalis,Md.,NA,NA
1874,Møllendal,Til observasjon,Kv.,NA,NA
1874,Møllendal,Til observasjon,Md.,NA,NA
1874,Oslo,Delirium tremens,Kv.,NA,NA
1874,Oslo,Delirium tremens,Md.,NA,NA
1874,Oslo,Dementia,Kv.,3,NA
1874,Oslo,Dementia,Md.,NA,NA
1874,Oslo,Epilepsia,Kv.,NA,NA
1874,Oslo,Epilepsia,Md.,NA,NA
1874,Oslo,Hemiplegia,Kv.,NA,NA
1874,Oslo,Hemiplegia,Md.,NA,NA
1874,Oslo,Hypochondria,Kv.,NA,NA
1874,Oslo,Hypochondria,Md.,NA,NA
1874,Oslo,Idiotismus - acquisitus,Kv.,NA,NA
1874,Oslo,Idiotismus - acquisitus,Md.,NA,NA
1874,Oslo,Idiotismus - congenitus,Kv.,NA,NA
1874,Oslo,Idiotismus - congenitus,Md.,NA,NA
1874,Oslo,Mania,Kv.,1,NA
1874,Oslo,Mania,Md.,NA,NA
1874,Oslo,Melancholia,Kv.,1,NA
1874,Oslo,Melancholia,Md.,NA,NA
1874,Oslo,Melancholia cum stupore,Kv.,NA,NA
1874,Oslo,Melancholia cum stupore,Md.,NA,NA
1874,Oslo,Monomania,Kv.,NA,NA
1874,Oslo,Monomania,Md.,NA,NA
1874,Oslo,Paralysis generalis,Kv.,NA,NA
1874,Oslo,Paralysis generalis,Md.,NA,NA
1874,Oslo,Til observasjon,Kv.,NA,NA
1874,Oslo,Til observasjon,Md.,NA,NA
1874,Rosenberg,Delirium tremens,Kv.,NA,NA
1874,Rosenberg,Delirium tremens,Md.,NA,NA
1874,Rosenberg,Dementia,Kv.,4,NA
1874,Rosenberg,Dementia,Md.,11,NA
1874,Rosenberg,Epilepsia,Kv.,NA,NA
1874,Rosenberg,Epilepsia,Md.,NA,NA
1874,Rosenberg,Hemiplegia,Kv.,NA,NA
1874,Rosenberg,Hemiplegia,Md.,NA,NA
1874,Rosenberg,Hypochondria,Kv.,NA,NA
1874,Rosenberg,Hypochondria,Md.,NA,NA
1874,Rosenberg,Idiotismus - acquisitus,Kv.,NA,NA
1874,Rosenberg,Idiotismus - acquisitus,Md.,NA,NA
1874,Rosenberg,Idiotismus - congenitus,Kv.,NA,NA
1874,Rosenberg,Idiotismus - congenitus,Md.,NA,NA
1874,Rosenberg,Mania,Kv.,4,NA
1874,Rosenberg,Mania,Md.,12,NA
1874,Rosenberg,Melancholia,Kv.,4,NA
1874,Rosenberg,Melancholia,Md.,11,NA
1874,Rosenberg,Melancholia cum stupore,Kv.,NA,NA
1874,Rosenberg,Melancholia cum stupore,Md.,NA,NA
1874,Rosenberg,Monomania,Kv.,NA,NA
1874,Rosenberg,Monomania,Md.,NA,NA
1874,Rosenberg,Paralysis generalis,Kv.,NA,NA
1874,Rosenberg,Paralysis generalis,Md.,NA,NA
1874,Rosenberg,Til observasjon,Kv.,NA,NA
1874,Rosenberg,Til observasjon,Md.,NA,NA
1874,Rotvoll,Delirium tremens,Kv.,NA,NA
1874,Rotvoll,Delirium tremens,Md.,NA,NA
1874,Rotvoll,Dementia,Kv.,5,NA
1874,Rotvoll,Dementia,Md.,6,NA
1874,Rotvoll,Epilepsia,Kv.,1,NA
1874,Rotvoll,Epilepsia,Md.,1,NA
1874,Rotvoll,Hemiplegia,Kv.,NA,NA
1874,Rotvoll,Hemiplegia,Md.,NA,NA
1874,Rotvoll,Hypochondria,Kv.,NA,NA
1874,Rotvoll,Hypochondria,Md.,1,NA
1874,Rotvoll,Idiotismus - acquisitus,Kv.,NA,NA
1874,Rotvoll,Idiotismus - acquisitus,Md.,NA,NA
1874,Rotvoll,Idiotismus - congenitus,Kv.,1,NA
1874,Rotvoll,Idiotismus - congenitus,Md.,2,NA
1874,Rotvoll,Mania,Kv.,12,NA
1874,Rotvoll,Mania,Md.,19,NA
1874,Rotvoll,Melancholia,Kv.,22,NA
1874,Rotvoll,Melancholia,Md.,32,NA
1874,Rotvoll,Melancholia cum stupore,Kv.,NA,NA
1874,Rotvoll,Melancholia cum stupore,Md.,NA,NA
1874,Rotvoll,Monomania,Kv.,NA,NA
1874,Rotvoll,Monomania,Md.,3,NA
1874,Rotvoll,Paralysis generalis,Kv.,2,NA
1874,Rotvoll,Paralysis generalis,Md.,NA,NA
1874,Rotvoll,Til observasjon,Kv.,2,NA
1874,Rotvoll,Til observasjon,Md.,NA,NA
1874,Stavanger,Delirium tremens,Kv.,NA,NA
1874,Stavanger,Delirium tremens,Md.,1,NA
1874,Stavanger,Dementia,Kv.,NA,NA
1874,Stavanger,Dementia,Md.,NA,NA
1874,Stavanger,Epilepsia,Kv.,1,NA
1874,Stavanger,Epilepsia,Md.,NA,NA
1874,Stavanger,Hemiplegia,Kv.,NA,NA
1874,Stavanger,Hemiplegia,Md.,NA,NA
1874,Stavanger,Hypochondria,Kv.,NA,NA
1874,Stavanger,Hypochondria,Md.,NA,NA
1874,Stavanger,Idiotismus - acquisitus,Kv.,NA,NA
1874,Stavanger,Idiotismus - acquisitus,Md.,NA,NA
1874,Stavanger,Idiotismus - congenitus,Kv.,NA,NA
1874,Stavanger,Idiotismus - congenitus,Md.,NA,NA
1874,Stavanger,Mania,Kv.,2,NA
1874,Stavanger,Mania,Md.,NA,NA
1874,Stavanger,Melancholia,Kv.,1,NA
1874,Stavanger,Melancholia,Md.,NA,NA
1874,Stavanger,Melancholia cum stupore,Kv.,NA,NA
1874,Stavanger,Melancholia cum stupore,Md.,NA,NA
1874,Stavanger,Monomania,Kv.,NA,NA
1874,Stavanger,Monomania,Md.,NA,NA
1874,Stavanger,Paralysis generalis,Kv.,NA,NA
1874,Stavanger,Paralysis generalis,Md.,NA,NA
1874,Stavanger,Til observasjon,Kv.,1,NA
1874,Stavanger,Til observasjon,Md.,NA,NA
1874,Trondhjem,Delirium tremens,Kv.,NA,NA
1874,Trondhjem,Delirium tremens,Md.,NA,NA
1874,Trondhjem,Dementia,Kv.,4,NA
1874,Trondhjem,Dementia,Md.,1,NA
1874,Trondhjem,Epilepsia,Kv.,NA,NA
1874,Trondhjem,Epilepsia,Md.,2,NA
1874,Trondhjem,Hemiplegia,Kv.,NA,NA
1874,Trondhjem,Hemiplegia,Md.,NA,NA
1874,Trondhjem,Hypochondria,Kv.,NA,NA
1874,Trondhjem,Hypochondria,Md.,NA,NA
1874,Trondhjem,Idiotismus - acquisitus,Kv.,1,NA
1874,Trondhjem,Idiotismus - acquisitus,Md.,NA,NA
1874,Trondhjem,Idiotismus - congenitus,Kv.,2,NA
1874,Trondhjem,Idiotismus - congenitus,Md.,2,NA
1874,Trondhjem,Mania,Kv.,1,NA
1874,Trondhjem,Mania,Md.,NA,NA
1874,Trondhjem,Melancholia,Kv.,8,NA
1874,Trondhjem,Melancholia,Md.,1,NA
1874,Trondhjem,Melancholia cum stupore,Kv.,NA,NA
1874,Trondhjem,Melancholia cum stupore,Md.,NA,NA
1874,Trondhjem,Monomania,Kv.,NA,NA
1874,Trondhjem,Monomania,Md.,NA,NA
1874,Trondhjem,Paralysis generalis,Kv.,NA,NA
1874,Trondhjem,Paralysis generalis,Md.,NA,NA
1874,Trondhjem,Til observasjon,Kv.,NA,NA
1874,Trondhjem,Til observasjon,Md.,NA,NA
1875,Bergen,Delirium tremens,Kv.,NA,NA
1875,Bergen,Delirium tremens,Md.,3,NA
1875,Bergen,Dementia,Kv.,3,NA
1875,Bergen,Dementia,Md.,5,NA
1875,Bergen,Epilepsia,Kv.,NA,NA
1875,Bergen,Epilepsia,Md.,NA,NA
1875,Bergen,Idiotismus - acquisitus,Kv.,NA,NA
1875,Bergen,Idiotismus - acquisitus,Md.,1,NA
1875,Bergen,Idiotismus congenitus,Kv.,NA,NA
1875,Bergen,Idiotismus congenitus,Md.,NA,NA
1875,Bergen,Mania,Kv.,6,NA
1875,Bergen,Mania,Md.,3,NA
1875,Bergen,Melancholia,Kv.,6,NA
1875,Bergen,Melancholia,Md.,4,NA
1875,Bergen,Melancholia cum stupore,Kv.,NA,NA
1875,Bergen,Melancholia cum stupore,Md.,NA,NA
1875,Bergen,Monomania,Kv.,NA,NA
1875,Bergen,Monomania,Md.,NA,NA
1875,Bergen,Paralysis generalis,Kv.,NA,NA
1875,Bergen,Paralysis generalis,Md.,NA,NA
1875,Bergen,Til observasjon,Kv.,NA,NA
1875,Bergen,Til observasjon,Md.,NA,NA
1875,Gaustad,Delirium tremens,Kv.,NA,NA
1875,Gaustad,Delirium tremens,Md.,NA,NA
1875,Gaustad,Dementia,Kv.,27,NA
1875,Gaustad,Dementia,Md.,24,NA
1875,Gaustad,Epilepsia,Kv.,2,NA
1875,Gaustad,Epilepsia,Md.,4,NA
1875,Gaustad,Idiotismus - acquisitus,Kv.,NA,NA
1875,Gaustad,Idiotismus - acquisitus,Md.,1,NA
1875,Gaustad,Idiotismus congenitus,Kv.,1,NA
1875,Gaustad,Idiotismus congenitus,Md.,1,NA
1875,Gaustad,Mania,Kv.,44,NA
1875,Gaustad,Mania,Md.,38,NA
1875,Gaustad,Melancholia,Kv.,51,NA
1875,Gaustad,Melancholia,Md.,34,NA
1875,Gaustad,Melancholia cum stupore,Kv.,2,NA
1875,Gaustad,Melancholia cum stupore,Md.,1,NA
1875,Gaustad,Monomania,Kv.,NA,NA
1875,Gaustad,Monomania,Md.,NA,NA
1875,Gaustad,Paralysis generalis,Kv.,NA,NA
1875,Gaustad,Paralysis generalis,Md.,5,NA
1875,Gaustad,Til observasjon,Kv.,NA,NA
1875,Gaustad,Til observasjon,Md.,NA,NA
1875,Kristiania,Delirium tremens,Kv.,NA,NA
1875,Kristiania,Delirium tremens,Md.,1,NA
1875,Kristiania,Dementia,Kv.,2,NA
1875,Kristiania,Dementia,Md.,4,NA
1875,Kristiania,Epilepsia,Kv.,1,NA
1875,Kristiania,Epilepsia,Md.,NA,NA
1875,Kristiania,Idiotismus - acquisitus,Kv.,2,NA
1875,Kristiania,Idiotismus - acquisitus,Md.,2,NA
1875,Kristiania,Idiotismus congenitus,Kv.,NA,NA
1875,Kristiania,Idiotismus congenitus,Md.,NA,NA
1875,Kristiania,Mania,Kv.,3,NA
1875,Kristiania,Mania,Md.,6,NA
1875,Kristiania,Melancholia,Kv.,12,NA
1875,Kristiania,Melancholia,Md.,9,NA
1875,Kristiania,Melancholia cum stupore,Kv.,NA,NA
1875,Kristiania,Melancholia cum stupore,Md.,NA,NA
1875,Kristiania,Monomania,Kv.,NA,NA
1875,Kristiania,Monomania,Md.,NA,NA
1875,Kristiania,Paralysis generalis,Kv.,NA,NA
1875,Kristiania,Paralysis generalis,Md.,2,NA
1875,Kristiania,Til observasjon,Kv.,NA,NA
1875,Kristiania,Til observasjon,Md.,NA,NA
1875,Kristiansand,Delirium tremens,Kv.,NA,NA
1875,Kristiansand,Delirium tremens,Md.,3,NA
1875,Kristiansand,Dementia,Kv.,2,NA
1875,Kristiansand,Dementia,Md.,2,NA
1875,Kristiansand,Epilepsia,Kv.,1,NA
1875,Kristiansand,Epilepsia,Md.,1,NA
1875,Kristiansand,Idiotismus - acquisitus,Kv.,NA,NA
1875,Kristiansand,Idiotismus - acquisitus,Md.,NA,NA
1875,Kristiansand,Idiotismus congenitus,Kv.,NA,NA
1875,Kristiansand,Idiotismus congenitus,Md.,NA,NA
1875,Kristiansand,Mania,Kv.,NA,NA
1875,Kristiansand,Mania,Md.,2,NA
1875,Kristiansand,Melancholia,Kv.,NA,NA
1875,Kristiansand,Melancholia,Md.,2,NA
1875,Kristiansand,Melancholia cum stupore,Kv.,NA,NA
1875,Kristiansand,Melancholia cum stupore,Md.,NA,NA
1875,Kristiansand,Monomania,Kv.,NA,NA
1875,Kristiansand,Monomania,Md.,NA,NA
1875,Kristiansand,Paralysis generalis,Kv.,NA,NA
1875,Kristiansand,Paralysis generalis,Md.,NA,NA
1875,Kristiansand,Til observasjon,Kv.,NA,NA
1875,Kristiansand,Til observasjon,Md.,NA,NA
1875,Møllendal,Delirium tremens,Kv.,NA,NA
1875,Møllendal,Delirium tremens,Md.,NA,NA
1875,Møllendal,Dementia,Kv.,3,NA
1875,Møllendal,Dementia,Md.,5,NA
1875,Møllendal,Epilepsia,Kv.,2,NA
1875,Møllendal,Epilepsia,Md.,NA,NA
1875,Møllendal,Idiotismus - acquisitus,Kv.,NA,NA
1875,Møllendal,Idiotismus - acquisitus,Md.,2,NA
1875,Møllendal,Idiotismus congenitus,Kv.,NA,NA
1875,Møllendal,Idiotismus congenitus,Md.,NA,NA
1875,Møllendal,Mania,Kv.,3,NA
1875,Møllendal,Mania,Md.,4,NA
1875,Møllendal,Melancholia,Kv.,7,NA
1875,Møllendal,Melancholia,Md.,4,NA
1875,Møllendal,Melancholia cum stupore,Kv.,NA,NA
1875,Møllendal,Melancholia cum stupore,Md.,NA,NA
1875,Møllendal,Monomania,Kv.,NA,NA
1875,Møllendal,Monomania,Md.,NA,NA
1875,Møllendal,Paralysis generalis,Kv.,NA,NA
1875,Møllendal,Paralysis generalis,Md.,NA,NA
1875,Møllendal,Til observasjon,Kv.,NA,NA
1875,Møllendal,Til observasjon,Md.,NA,NA
1875,Oslo,Delirium tremens,Kv.,NA,NA
1875,Oslo,Delirium tremens,Md.,NA,NA
1875,Oslo,Dementia,Kv.,4,NA
1875,Oslo,Dementia,Md.,NA,NA
1875,Oslo,Epilepsia,Kv.,NA,NA
1875,Oslo,Epilepsia,Md.,NA,NA
1875,Oslo,Idiotismus - acquisitus,Kv.,NA,NA
1875,Oslo,Idiotismus - acquisitus,Md.,NA,NA
1875,Oslo,Idiotismus congenitus,Kv.,NA,NA
1875,Oslo,Idiotismus congenitus,Md.,NA,NA
1875,Oslo,Mania,Kv.,1,NA
1875,Oslo,Mania,Md.,NA,NA
1875,Oslo,Melancholia,Kv.,2,NA
1875,Oslo,Melancholia,Md.,NA,NA
1875,Oslo,Melancholia cum stupore,Kv.,NA,NA
1875,Oslo,Melancholia cum stupore,Md.,NA,NA
1875,Oslo,Monomania,Kv.,NA,NA
1875,Oslo,Monomania,Md.,NA,NA
1875,Oslo,Paralysis generalis,Kv.,NA,NA
1875,Oslo,Paralysis generalis,Md.,NA,NA
1875,Oslo,Til observasjon,Kv.,NA,NA
1875,Oslo,Til observasjon,Md.,NA,NA
1875,Rosenberg,Delirium tremens,Kv.,NA,NA
1875,Rosenberg,Delirium tremens,Md.,NA,NA
1875,Rosenberg,Dementia,Kv.,7,NA
1875,Rosenberg,Dementia,Md.,21,NA
1875,Rosenberg,Epilepsia,Kv.,NA,NA
1875,Rosenberg,Epilepsia,Md.,NA,NA
1875,Rosenberg,Idiotismus - acquisitus,Kv.,NA,NA
1875,Rosenberg,Idiotismus - acquisitus,Md.,2,NA
1875,Rosenberg,Idiotismus congenitus,Kv.,1,NA
1875,Rosenberg,Idiotismus congenitus,Md.,2,NA
1875,Rosenberg,Mania,Kv.,5,NA
1875,Rosenberg,Mania,Md.,12,NA
1875,Rosenberg,Melancholia,Kv.,9,NA
1875,Rosenberg,Melancholia,Md.,8,NA
1875,Rosenberg,Melancholia cum stupore,Kv.,NA,NA
1875,Rosenberg,Melancholia cum stupore,Md.,NA,NA
1875,Rosenberg,Monomania,Kv.,NA,NA
1875,Rosenberg,Monomania,Md.,NA,NA
1875,Rosenberg,Paralysis generalis,Kv.,NA,NA
1875,Rosenberg,Paralysis generalis,Md.,NA,NA
1875,Rosenberg,Til observasjon,Kv.,NA,NA
1875,Rosenberg,Til observasjon,Md.,NA,NA
1875,Rotvoll,Delirium tremens,Kv.,NA,NA
1875,Rotvoll,Delirium tremens,Md.,NA,NA
1875,Rotvoll,Dementia,Kv.,8,NA
1875,Rotvoll,Dementia,Md.,8,NA
1875,Rotvoll,Epilepsia,Kv.,1,NA
1875,Rotvoll,Epilepsia,Md.,2,NA
1875,Rotvoll,Idiotismus - acquisitus,Kv.,NA,NA
1875,Rotvoll,Idiotismus - acquisitus,Md.,NA,NA
1875,Rotvoll,Idiotismus congenitus,Kv.,1,NA
1875,Rotvoll,Idiotismus congenitus,Md.,1,NA
1875,Rotvoll,Mania,Kv.,16,NA
1875,Rotvoll,Mania,Md.,17,NA
1875,Rotvoll,Melancholia,Kv.,23,NA
1875,Rotvoll,Melancholia,Md.,35,NA
1875,Rotvoll,Melancholia cum stupore,Kv.,1,NA
1875,Rotvoll,Melancholia cum stupore,Md.,NA,NA
1875,Rotvoll,Monomania,Kv.,1,NA
1875,Rotvoll,Monomania,Md.,NA,NA
1875,Rotvoll,Paralysis generalis,Kv.,NA,NA
1875,Rotvoll,Paralysis generalis,Md.,2,NA
1875,Rotvoll,Til observasjon,Kv.,NA,NA
1875,Rotvoll,Til observasjon,Md.,2,NA
1875,Stavanger,Delirium tremens,Kv.,NA,NA
1875,Stavanger,Delirium tremens,Md.,NA,NA
1875,Stavanger,Dementia,Kv.,NA,NA
1875,Stavanger,Dementia,Md.,NA,NA
1875,Stavanger,Epilepsia,Kv.,NA,NA
1875,Stavanger,Epilepsia,Md.,NA,NA
1875,Stavanger,Idiotismus - acquisitus,Kv.,NA,NA
1875,Stavanger,Idiotismus - acquisitus,Md.,NA,NA
1875,Stavanger,Idiotismus congenitus,Kv.,NA,NA
1875,Stavanger,Idiotismus congenitus,Md.,NA,NA
1875,Stavanger,Mania,Kv.,3,NA
1875,Stavanger,Mania,Md.,NA,NA
1875,Stavanger,Melancholia,Kv.,1,NA
1875,Stavanger,Melancholia,Md.,1,NA
1875,Stavanger,Melancholia cum stupore,Kv.,NA,NA
1875,Stavanger,Melancholia cum stupore,Md.,NA,NA
1875,Stavanger,Monomania,Kv.,NA,NA
1875,Stavanger,Monomania,Md.,NA,NA
1875,Stavanger,Paralysis generalis,Kv.,NA,NA
1875,Stavanger,Paralysis generalis,Md.,NA,NA
1875,Stavanger,Til observasjon,Kv.,NA,NA
1875,Stavanger,Til observasjon,Md.,NA,NA
1875,Trondhjem,Delirium tremens,Kv.,NA,NA
1875,Trondhjem,Delirium tremens,Md.,NA,NA
1875,Trondhjem,Dementia,Kv.,4,NA
1875,Trondhjem,Dementia,Md.,4,NA
1875,Trondhjem,Epilepsia,Kv.,2,NA
1875,Trondhjem,Epilepsia,Md.,1,NA
1875,Trondhjem,Idiotismus - acquisitus,Kv.,NA,NA
1875,Trondhjem,Idiotismus - acquisitus,Md.,NA,NA
1875,Trondhjem,Idiotismus congenitus,Kv.,1,NA
1875,Trondhjem,Idiotismus congenitus,Md.,NA,NA
1875,Trondhjem,Mania,Kv.,1,NA
1875,Trondhjem,Mania,Md.,NA,NA
1875,Trondhjem,Melancholia,Kv.,5,NA
1875,Trondhjem,Melancholia,Md.,NA,NA
1875,Trondhjem,Melancholia cum stupore,Kv.,NA,NA
1875,Trondhjem,Melancholia cum stupore,Md.,NA,NA
1875,Trondhjem,Monomania,Kv.,NA,NA
1875,Trondhjem,Monomania,Md.,NA,NA
1875,Trondhjem,Paralysis generalis,Kv.,2,NA
1875,Trondhjem,Paralysis generalis,Md.,NA,NA
1875,Trondhjem,Til observasjon,Kv.,NA,NA
1875,Trondhjem,Til observasjon,Md.,NA,NA
1876,Bergen,Delirium tremens,Kv.,NA,NA
1876,Bergen,Delirium tremens,Md.,4,NA
1876,Bergen,Dementia,Kv.,3,NA
1876,Bergen,Dementia,Md.,2,NA
1876,Bergen,Epilepsia,Kv.,NA,NA
1876,Bergen,Epilepsia,Md.,NA,NA
1876,Bergen,Idiotismus - acquisitus,Kv.,NA,NA
1876,Bergen,Idiotismus - acquisitus,Md.,NA,NA
1876,Bergen,Idiotismus - congenitus,Kv.,NA,NA
1876,Bergen,Idiotismus - congenitus,Md.,NA,NA
1876,Bergen,Mania,Kv.,3,NA
1876,Bergen,Mania,Md.,3,NA
1876,Bergen,Melancholia,Kv.,3,NA
1876,Bergen,Melancholia,Md.,3,NA
1876,Bergen,Melancholia cum stupore,Kv.,NA,NA
1876,Bergen,Melancholia cum stupore,Md.,NA,NA
1876,Bergen,Monomania,Kv.,NA,NA
1876,Bergen,Monomania,Md.,NA,NA
1876,Bergen,Paralysis generalis,Kv.,NA,NA
1876,Bergen,Paralysis generalis,Md.,NA,NA
1876,Bergen,Til observasjon,Kv.,NA,NA
1876,Bergen,Til observasjon,Md.,NA,NA
1876,Gaustad,Delirium tremens,Kv.,NA,NA
1876,Gaustad,Delirium tremens,Md.,NA,NA
1876,Gaustad,Dementia,Kv.,22,NA
1876,Gaustad,Dementia,Md.,28,NA
1876,Gaustad,Epilepsia,Kv.,2,NA
1876,Gaustad,Epilepsia,Md.,2,NA
1876,Gaustad,Idiotismus - acquisitus,Kv.,NA,NA
1876,Gaustad,Idiotismus - acquisitus,Md.,1,NA
1876,Gaustad,Idiotismus - congenitus,Kv.,NA,NA
1876,Gaustad,Idiotismus - congenitus,Md.,1,NA
1876,Gaustad,Mania,Kv.,49,NA
1876,Gaustad,Mania,Md.,39,NA
1876,Gaustad,Melancholia,Kv.,67,NA
1876,Gaustad,Melancholia,Md.,35,NA
1876,Gaustad,Melancholia cum stupore,Kv.,3,NA
1876,Gaustad,Melancholia cum stupore,Md.,1,NA
1876,Gaustad,Monomania,Kv.,NA,NA
1876,Gaustad,Monomania,Md.,NA,NA
1876,Gaustad,Paralysis generalis,Kv.,1,NA
1876,Gaustad,Paralysis generalis,Md.,7,NA
1876,Gaustad,Til observasjon,Kv.,NA,NA
1876,Gaustad,Til observasjon,Md.,1,NA
1876,Kristiania,Delirium tremens,Kv.,NA,NA
1876,Kristiania,Delirium tremens,Md.,NA,NA
1876,Kristiania,Dementia,Kv.,3,NA
1876,Kristiania,Dementia,Md.,4,NA
1876,Kristiania,Epilepsia,Kv.,NA,NA
1876,Kristiania,Epilepsia,Md.,NA,NA
1876,Kristiania,Idiotismus - acquisitus,Kv.,2,NA
1876,Kristiania,Idiotismus - acquisitus,Md.,2,NA
1876,Kristiania,Idiotismus - congenitus,Kv.,NA,NA
1876,Kristiania,Idiotismus - congenitus,Md.,1,NA
1876,Kristiania,Mania,Kv.,3,NA
1876,Kristiania,Mania,Md.,4,NA
1876,Kristiania,Melancholia,Kv.,10,NA
1876,Kristiania,Melancholia,Md.,10,NA
1876,Kristiania,Melancholia cum stupore,Kv.,NA,NA
1876,Kristiania,Melancholia cum stupore,Md.,NA,NA
1876,Kristiania,Monomania,Kv.,NA,NA
1876,Kristiania,Monomania,Md.,NA,NA
1876,Kristiania,Paralysis generalis,Kv.,NA,NA
1876,Kristiania,Paralysis generalis,Md.,1,NA
1876,Kristiania,Til observasjon,Kv.,NA,NA
